"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages"
"NG02_TH00529","netmotss","NG02","TH00529","Reverse Discrimination in the Arts","https://groups.google.com./g/net.motss/c/0Qpjf-OnLRY",1984-11-27,1
"NG02_TH00528","netmotss","NG02","TH00528","Scandalously honorable Studds supported.","https://groups.google.com./g/net.motss/c/4HvKYzBb7Y8",1984-11-27,1
"NG02_TH00527","netmotss","NG02","TH00527","Other Ayn Rand ""Devotee""","https://groups.google.com./g/net.motss/c/1GHt5GuLUgM",1984-11-27,1
"NG02_TH00526","netmotss","NG02","TH00526","""Gay Rights"" -- let them go to hell, it's not (yet) my problem","https://groups.google.com./g/net.motss/c/RJFRPx-Pgfw",1984-11-27,3
"NG02_TH00525","netmotss","NG02","TH00525","""Gay Rights""","https://groups.google.com./g/net.motss/c/EXDdRKjSTyg",1984-11-27,23
"NG02_TH00524","netmotss","NG02","TH00524","That does it, Brunson","https://groups.google.com./g/net.motss/c/-RU-cMAmnQI",1984-11-26,1
"NG02_TH00523","netmotss","NG02","TH00523","I've said it before and I'll say it again ...","https://groups.google.com./g/net.motss/c/8GRrnUfALZ4",1984-11-26,11
"NG02_TH00522","netmotss","NG02","TH00522","A question for the net, any thoughts/ideas","https://groups.google.com./g/net.motss/c/hGaayXdl8tU",1984-11-26,1
"NG02_TH00521","netmotss","NG02","TH00521","KSG Institute of Politics Forum: Nov. 28, Wed.","https://groups.google.com./g/net.motss/c/EXnUOtN_GUY",1984-11-25,1
"NG02_TH00520","netmotss","NG02","TH00520","Multiple Languages on Usenet","https://groups.google.com./g/net.motss/c/B8tMySA8FS0",1984-11-24,3
"NG02_TH00519","netmotss","NG02","TH00519","""The masses are . . . 'Almost Home'"" ???","https://groups.google.com./g/net.motss/c/6g4qfyiZLXo",1984-11-23,1
"NG02_TH00518","netmotss","NG02","TH00518","abetting discrimination (taking ""fruits"" off contracts)","https://groups.google.com./g/net.motss/c/SXI71It4Zec",1984-11-23,2
"NG02_TH00517","netmotss","NG02","TH00517","New Rightist Reaganite trounced in Massachusetts","https://groups.google.com./g/net.motss/c/FdKC5_MQfkE",1984-11-21,14
"NG02_TH00516","netmotss","NG02","TH00516","Ronald Reagan's homophobic career: addition","https://groups.google.com./g/net.motss/c/CWylJ1OOWG4",1984-11-19,1
"NG02_TH00515","netmotss","NG02","TH00515","Texas Gay Rodeo","https://groups.google.com./g/net.motss/c/2j7Ee982cxQ",1984-11-19,1
"NG02_TH00514","netmotss","NG02","TH00514","Aids: Auch Frauen gefaehrdet (German)","https://groups.google.com./g/net.motss/c/u7nARxfU1MM",1984-11-18,1
"NG02_TH00513","netmotss","NG02","TH00513","Client Rights and Wrongs","https://groups.google.com./g/net.motss/c/qTEPCDdSxcM",1984-11-16,2
"NG02_TH00512","netmotss","NG02","TH00512","Jason's ""Gay Satire""","https://groups.google.com./g/net.motss/c/-QTiWJC5-Q8",1984-11-15,5
"NG02_TH00511","netmotss","NG02","TH00511","Article from ""Weekly World News""","https://groups.google.com./g/net.motss/c/iWzX-bXx6jg",1984-11-14,2
"NG02_TH00510","netmotss","NG02","TH00510","Ronald Reagan's Homophobic Career","https://groups.google.com./g/net.motss/c/h_EAdo79dgg",1984-11-14,19
"NG02_TH00509","netmotss","NG02","TH00509","Massachusetts laws and court cases related to lesbians and gays (LONG!!!)","https://groups.google.com./g/net.motss/c/Uxy1u3V5evw",1984-11-13,1
"NG02_TH00508","netmotss","NG02","TH00508","GAY SATIRE FOR GAYS BUT ALL ARE WELCOME","https://groups.google.com./g/net.motss/c/TtQ_bkIId4w",1984-11-12,4
"NG02_TH00507","netmotss","NG02","TH00507","Satire (the Gay one) (oh no.. not the G word!)","https://groups.google.com./g/net.motss/c/oeuTngmnowc",1984-11-11,1
"NG02_TH00506","netmotss","NG02","TH00506","research questionnaire on lesbians coming out -- help a grad student!","https://groups.google.com./g/net.motss/c/hiCsibc_kWM",1984-11-10,2
"NG02_TH00505","netmotss","NG02","TH00505","As Steve Martin Would Say, ""Exccuuuuuussssseeee ME!""","https://groups.google.com./g/net.motss/c/0rhiBizlf5Q",1984-11-10,1
"NG02_TH00504","netmotss","NG02","TH00504","Jason's ""Gay Satire"", addition","https://groups.google.com./g/net.motss/c/DmFMfkIgb50",1984-11-09,1
"NG02_TH00503","netmotss","NG02","TH00503","Ronald Reagan's Homophobic Career: III","https://groups.google.com./g/net.motss/c/G0RBe4yqWfU",1984-11-08,5
"NG02_TH00502","netmotss","NG02","TH00502","Brothers","https://groups.google.com./g/net.motss/c/I-24MlArsus",1984-11-08,1
"NG02_TH00501","netmotss","NG02","TH00501","Times of Harvey Milk","https://groups.google.com./g/net.motss/c/K4-EOQwJSRM",1984-11-08,1
"NG02_TH00500","netmotss","NG02","TH00500","Corrupting Youth","https://groups.google.com./g/net.motss/c/LaGhnAaH52I",1984-11-08,11
"NG02_TH00499","netmotss","NG02","TH00499","Equal Rights.","https://groups.google.com./g/net.motss/c/0Qfwj1OI-sQ",1984-11-08,1
"NG02_TH00498","netmotss","NG02","TH00498","Forwarded anonymous posting","https://groups.google.com./g/net.motss/c/oxAdktQ6qds",1984-11-06,2
"NG02_TH00497","netmotss","NG02","TH00497","More ""Gay Rights""","https://groups.google.com./g/net.motss/c/tWnkdARvYGg",1984-11-06,3
"NG02_TH00496","netmotss","NG02","TH00496","Ronald Reagan's homophobic career: V","https://groups.google.com./g/net.motss/c/kfKdT83dZUs",1984-11-06,2
"NG02_TH00495","netmotss","NG02","TH00495","Corrupting youth: Conservative [sic.] Campus Tabloids","https://groups.google.com./g/net.motss/c/5TL918OSLVs",1984-11-05,14
"NG02_TH00494","netmotss","NG02","TH00494","Corrupting youth con't","https://groups.google.com./g/net.motss/c/6Wd5cROoIzg",1984-11-05,10
"NG02_TH00493","netmotss","NG02","TH00493","To Sophie Quigley!","https://groups.google.com./g/net.motss/c/c0BqFKJk8JY",1984-11-05,2
"NG02_TH00492","netmotss","NG02","TH00492","Ronald Reagan's Homophobic Career: VII","https://groups.google.com./g/net.motss/c/-SGgmm7cFc8",1984-11-05,1
"NG02_TH00491","netmotss","NG02","TH00491","Anybody Interested?","https://groups.google.com./g/net.motss/c/VEDkKemebjc",1984-11-05,1
"NG02_TH00490","netmotss","NG02","TH00490","Sources needed for paper","https://groups.google.com./g/net.motss/c/PeCQfxV_t3E",1984-11-05,1
"NG02_TH00489","netmotss","NG02","TH00489","Milo's Dogmatic Reply to ``Reagan's Homophobic Career''","https://groups.google.com./g/net.motss/c/urTMB9ikUCU",1984-11-05,1
"NG02_TH00488","netmotss","NG02","TH00488","Cambridge Human Rights Ordinance (LONG!!!)","https://groups.google.com./g/net.motss/c/XvkNpL16n4g",1984-11-05,1
"NG02_TH00487","netmotss","NG02","TH00487","The Times of Harvey Milk","https://groups.google.com./g/net.motss/c/soFzs44eSlg",1984-11-04,2
"NG02_TH00486","netmotss","NG02","TH00486","To David Canzi (law scholar).","https://groups.google.com./g/net.motss/c/PNX-ypRmuVg",1984-11-04,1
"NG02_TH00485","netmotss","NG02","TH00485","Dartmouth Review - Followup","https://groups.google.com./g/net.motss/c/ivpO2c1TwiY",1984-11-04,1
"NG02_TH00484","netmotss","NG02","TH00484","Ronald Reagan's Homophobic Career: IV","https://groups.google.com./g/net.motss/c/39NZWNlWo1Q",1984-11-04,5
"NG02_TH00483","netmotss","NG02","TH00483","eat hot bits, Brunson","https://groups.google.com./g/net.motss/c/Z-JSwJgkfvQ",1984-11-04,1
"NG02_TH00482","netmotss","NG02","TH00482","Brothers","https://groups.google.com./g/net.motss/c/CM18GU_iu3E",1984-11-02,1
"NG02_TH00481","netmotss","NG02","TH00481","A Little Lite (perhaps silly) Humor ;-} :-) 8-)","https://groups.google.com./g/net.motss/c/js1xkNWyf3k",1984-11-02,1
"NG02_TH00480","netmotss","NG02","TH00480","""Gay Rights"": A conflict of values","https://groups.google.com./g/net.motss/c/aiCVHBe3v3U",1984-11-01,2
"NG02_TH00479","netmotss","NG02","TH00479","A Gay Flame","https://groups.google.com./g/net.motss/c/ZD4TEEejyYA",1984-10-30,1
"NG02_TH00478","netmotss","NG02","TH00478","Dartmouth and National Reviews","https://groups.google.com./g/net.motss/c/Z_XOUeqzGzU",1984-10-29,1
"NG02_TH00477","netmotss","NG02","TH00477","Big Boys and mod.motss","https://groups.google.com./g/net.motss/c/kAIOxEzuHU8",1984-10-29,1
"NG02_TH00476","netmotss","NG02","TH00476","Law and Legal Precedent","https://groups.google.com./g/net.motss/c/fzZd7CXANHs",1984-10-28,4
"NG02_TH00475","netmotss","NG02","TH00475","Ronald Reagan's Homophobic Career: II","https://groups.google.com./g/net.motss/c/PLqd0zwPttU",1984-10-27,2
"NG02_TH00474","netmotss","NG02","TH00474","Gay Rights","https://groups.google.com./g/net.motss/c/BW6IyLYQZIU",1984-10-27,50
"NG02_TH00473","netmotss","NG02","TH00473","Texas Gay Rodeo","https://groups.google.com./g/net.motss/c/a3Zmm0n3pOk",1984-10-25,2
"NG02_TH00472","netmotss","NG02","TH00472","Goy Extraordinaire","https://groups.google.com./g/net.motss/c/qJDGIhira3c",1984-10-24,2
"NG02_TH00471","netmotss","NG02","TH00471","Big Boys and mod.motss","https://groups.google.com./g/net.motss/c/SbyP6eoZW_Q",1984-10-24,1
"NG02_TH00470","netmotss","NG02","TH00470","I've Said it Before and I'll Say it Again","https://groups.google.com./g/net.motss/c/98hMgaDGPyI",1984-10-24,1
"NG02_TH00469","netmotss","NG02","TH00469","Around the World","https://groups.google.com./g/net.motss/c/GHn9-9rOpQk",1984-10-24,1
"NG02_TH00468","netmotss","NG02","TH00468","Attention Tufts Alumnae/i!","https://groups.google.com./g/net.motss/c/d_TfiXllXV0",1984-10-23,1
"NG02_TH00467","netmotss","NG02","TH00467","Re. mod.motss proposal","https://groups.google.com./g/net.motss/c/rNc_SQPSzZE",1984-10-23,3
"NG02_TH00466","netmotss","NG02","TH00466","Reply to Andy Gerber","https://groups.google.com./g/net.motss/c/2xeHhMOv_M8",1984-10-23,2
"NG02_TH00465","netmotss","NG02","TH00465","Brooke","https://groups.google.com./g/net.motss/c/UBV10UXwW9U",1984-10-22,1
"NG02_TH00464","netmotss","NG02","TH00464","Sure","https://groups.google.com./g/net.motss/c/nmjNhJ9j7-I",1984-10-22,1
"NG02_TH00463","netmotss","NG02","TH00463","10","https://groups.google.com./g/net.motss/c/U6t1F1tOV1o",1984-10-22,1
"NG02_TH00462","netmotss","NG02","TH00462","""Selections"" vs. ""Moderated"" newsgroups -- a proposal","https://groups.google.com./g/net.motss/c/8sUiZTUJbRk",1984-10-19,1
"NG02_TH00461","netmotss","NG02","TH00461","mod.motss","https://groups.google.com./g/net.motss/c/a3sQ7_ItTPE",1984-10-18,8
"NG02_TH00460","netmotss","NG02","TH00460","Boswell shows ""the bible says it's so"" -- Part 3","https://groups.google.com./g/net.motss/c/5FR7qTEJnNs",1984-10-18,1
"NG02_TH00459","netmotss","NG02","TH00459","Atheism and Tolerance","https://groups.google.com./g/net.motss/c/FQaB-c8afao",1984-10-17,6
"NG02_TH00458","netmotss","NG02","TH00458","Required readings.","https://groups.google.com./g/net.motss/c/0zMZvdjXimU",1984-10-16,3
"NG02_TH00457","netmotss","NG02","TH00457","What's Wrong With It?","https://groups.google.com./g/net.motss/c/VTsI8Ct1vSA",1984-10-15,1
"NG02_TH00456","netmotss","NG02","TH00456","When opportunity knocks ...","https://groups.google.com./g/net.motss/c/RbhJQr8gQFI",1984-10-12,6
"NG02_TH00455","netmotss","NG02","TH00455","To: Sdyer; Social Director on the Titanic","https://groups.google.com./g/net.motss/c/rydVysGNIA4",1984-10-12,1
"NG02_TH00454","netmotss","NG02","TH00454","Re on the direction of net.motss","https://groups.google.com./g/net.motss/c/jaYqqWijNJ0",1984-10-12,5
"NG02_TH00453","netmotss","NG02","TH00453","New documentary coming","https://groups.google.com./g/net.motss/c/R3gOHjoD1X4",1984-10-12,1
"NG02_TH00452","netmotss","NG02","TH00452","Form and Substance","https://groups.google.com./g/net.motss/c/AVJqUjGjk4s",1984-10-12,4
"NG02_TH00451","netmotss","NG02","TH00451","To Byron H., Ken's (re)butt!","https://groups.google.com./g/net.motss/c/LoRL9nnjJRs",1984-10-11,2
"NG02_TH00450","netmotss","NG02","TH00450","FYI-to .kids after Jym's paranoia","https://groups.google.com./g/net.motss/c/umrLj5Qg0mg",1984-10-11,1
"NG02_TH00449","netmotss","NG02","TH00449","And now for something completely different.","https://groups.google.com./g/net.motss/c/WNUeZDaKwmE",1984-10-11,7
"NG02_TH00448","netmotss","NG02","TH00448","nightlife etc.","https://groups.google.com./g/net.motss/c/PpmoYML0wos",1984-10-11,1
"NG02_TH00447","netmotss","NG02","TH00447","Reply to Byron Howes","https://groups.google.com./g/net.motss/c/pWOF91ChVLI",1984-10-11,2
"NG02_TH00446","netmotss","NG02","TH00446","Hormone markers for homosexuality?","https://groups.google.com./g/net.motss/c/JTUD3kj4uSE",1984-10-10,2
"NG02_TH00445","netmotss","NG02","TH00445","Scientists study Flaming","https://groups.google.com./g/net.motss/c/CGqLDOw6fkY",1984-10-10,1
"NG02_TH00444","netmotss","NG02","TH00444","1st posting to mod.motss","https://groups.google.com./g/net.motss/c/KfvJw5jESl4",1984-10-10,1
"NG02_TH00443","netmotss","NG02","TH00443","wheaties","https://groups.google.com./g/net.motss/c/TcfciUXH4wo",1984-10-09,1
"NG02_TH00442","netmotss","NG02","TH00442","No wonder my forehead sweats.","https://groups.google.com./g/net.motss/c/4DUQYv2RIEg",1984-10-09,1
"NG02_TH00441","netmotss","NG02","TH00441","suggestion","https://groups.google.com./g/net.motss/c/VkYmDb1F1NU",1984-10-08,2
"NG02_TH00440","netmotss","NG02","TH00440","One Vote for a Moderated Newsgroup","https://groups.google.com./g/net.motss/c/i_XoFyO46Yk",1984-10-08,1
"NG02_TH00439","netmotss","NG02","TH00439","One Last Flame at Arndt","https://groups.google.com./g/net.motss/c/0MNdh2nAmo4",1984-10-07,3
"NG02_TH00438","netmotss","NG02","TH00438","Logical Arguments","https://groups.google.com./g/net.motss/c/pzfy4b764CM",1984-10-07,3
"NG02_TH00437","netmotss","NG02","TH00437","Around the world; Bolt, et.al. question.","https://groups.google.com./g/net.motss/c/Jowy9LNcALc",1984-10-07,4
"NG02_TH00436","netmotss","NG02","TH00436","Thank you Rich Brower","https://groups.google.com./g/net.motss/c/ivnZ4O8ipz8",1984-10-06,1
"NG02_TH00435","netmotss","NG02","TH00435","Brothers","https://groups.google.com./g/net.motss/c/kyNNwwwxkW0",1984-10-06,2
"NG02_TH00434","netmotss","NG02","TH00434","Big Boys Wheaties posters","https://groups.google.com./g/net.motss/c/zU04IlvZHsY",1984-10-06,1
"NG02_TH00433","netmotss","NG02","TH00433","Re. Gay Pol/Soc groups in LA","https://groups.google.com./g/net.motss/c/XoWkYhkzedc",1984-10-06,2
"NG02_TH00432","netmotss","NG02","TH00432","Reply to Andy Gerber","https://groups.google.com./g/net.motss/c/UU4sxMjJ3X8",1984-10-06,1
"NG02_TH00431","netmotss","NG02","TH00431","Reply to Byron Howes","https://groups.google.com./g/net.motss/c/5io-7FwBU1E",1984-10-06,1
"NG02_TH00430","netmotss","NG02","TH00430","Court Hears Church Job Discrimination Case","https://groups.google.com./g/net.motss/c/MxoIDamg0Xw",1984-10-05,2
"NG02_TH00429","netmotss","NG02","TH00429","Close to next to last reply to Andrew Gerber","https://groups.google.com./g/net.motss/c/ADMLvH5TmAc",1984-10-05,1
"NG02_TH00428","netmotss","NG02","TH00428","republican clubs","https://groups.google.com./g/net.motss/c/3auLo0f1qP8",1984-10-04,1
"NG02_TH00427","netmotss","NG02","TH00427","Etymology of ""GAY revisited","https://groups.google.com./g/net.motss/c/12IqavVo8Mk",1984-10-04,1
"NG02_TH00426","netmotss","NG02","TH00426","Child Abuse - action","https://groups.google.com./g/net.motss/c/EOnaziLmp4g",1984-10-04,2
"NG02_TH00425","netmotss","NG02","TH00425","I call you, Jym Dyer!!","https://groups.google.com./g/net.motss/c/jymKPr00LWM",1984-10-04,3
"NG02_TH00424","netmotss","NG02","TH00424","Standby indeed, Ron Rizzo!","https://groups.google.com./g/net.motss/c/u9XSYcNqmTU",1984-10-03,3
"NG02_TH00423","netmotss","NG02","TH00423","mod(erated).motss????","https://groups.google.com./g/net.motss/c/pK5St0r4a8E",1984-10-03,1
"NG02_TH00422","netmotss","NG02","TH00422","AIDS update - ""n"" at risk!","https://groups.google.com./g/net.motss/c/8-NpEDACahc",1984-10-02,2
"NG02_TH00421","netmotss","NG02","TH00421","church discipline (an apology) references: <4776@duke.UUCP>","https://groups.google.com./g/net.motss/c/2ofGst_KKoQ",1984-10-02,2
"NG02_TH00420","netmotss","NG02","TH00420","Get ready,. . get set, . . GET BOSWELL!!!","https://groups.google.com./g/net.motss/c/25-Z_zcV50M",1984-10-02,1
"NG02_TH00419","netmotss","NG02","TH00419","on the direction of net.motss","https://groups.google.com./g/net.motss/c/XWU1u-kxH4I",1984-10-02,2
"NG02_TH00418","netmotss","NG02","TH00418","Cloning Bigotry","https://groups.google.com./g/net.motss/c/yBVZRBzBTic",1984-10-01,1
"NG02_TH00417","netmotss","NG02","TH00417","Gay Political/Social Groups in Los Angeles","https://groups.google.com./g/net.motss/c/0-b9Cnn7rLA",1984-10-01,1
"NG02_TH00416","netmotss","NG02","TH00416","Boswell shows ""The bible says it's so"" -- Part 2","https://groups.google.com./g/net.motss/c/7qh7GJUrFkY",1984-10-01,1
"NG02_TH00415","netmotss","NG02","TH00415","Richard Johnson: Let's talk Apple to Apple!","https://groups.google.com./g/net.motss/c/ZaBWQXYIb-Q",1984-10-01,2
"NG02_TH00414","netmotss","NG02","TH00414","Boswell shows ""The bible says it's so""","https://groups.google.com./g/net.motss/c/OCJh9jcQq-M",1984-09-28,1
"NG02_TH00413","netmotss","NG02","TH00413","Scientific Attitudes","https://groups.google.com./g/net.motss/c/OGCSABINpOU",1984-09-28,1
"NG02_TH00412","netmotss","NG02","TH00412","I call you, Jym Dyer!!","https://groups.google.com./g/net.motss/c/h3a_RRGncHA",1984-09-28,1
"NG02_TH00411","netmotss","NG02","TH00411","Misconceptions & Re: Gay Rights","https://groups.google.com./g/net.motss/c/7KNGTO8EdWk",1984-09-28,1
"NG02_TH00410","netmotss","NG02","TH00410","Re Re Always a reader","https://groups.google.com./g/net.motss/c/HdA8no7wGFg",1984-09-27,1
"NG02_TH00409","netmotss","NG02","TH00409","Misconceptions","https://groups.google.com./g/net.motss/c/25MemB_6tPY",1984-09-27,1
"NG02_TH00408","netmotss","NG02","TH00408","The Relevant Dimension","https://groups.google.com./g/net.motss/c/CnvbwibIUwk",1984-09-26,1
"NG02_TH00407","netmotss","NG02","TH00407","responce to bigotry","https://groups.google.com./g/net.motss/c/sbYigKCa8hk",1984-09-25,1
"NG02_TH00406","netmotss","NG02","TH00406","Getting the message","https://groups.google.com./g/net.motss/c/vodHPJBTJGs",1984-09-25,1
"NG02_TH00405","netmotss","NG02","TH00405","San Fransisco!!","https://groups.google.com./g/net.motss/c/y4gUmx9VxWM",1984-09-25,1
"NG02_TH00404","netmotss","NG02","TH00404","Reply to Steve Dyer","https://groups.google.com./g/net.motss/c/6NFUOqmvquk",1984-09-24,3
"NG02_TH00403","netmotss","NG02","TH00403","""Improper Conduct""","https://groups.google.com./g/net.motss/c/AMKikMB7F2k",1984-09-24,2
"NG02_TH00402","netmotss","NG02","TH00402","Room for everyone????","https://groups.google.com./g/net.motss/c/dJANEQ9hdp4",1984-09-24,5
"NG02_TH00401","netmotss","NG02","TH00401","followup on Guyon/NAMBLA discussion","https://groups.google.com./g/net.motss/c/AXlCd30zX5w",1984-09-24,1
"NG02_TH00400","netmotss","NG02","TH00400","Discrimination at the workplace/grad school: an inquiry","https://groups.google.com./g/net.motss/c/bceLbsRQRyw",1984-09-22,2
"NG02_TH00399","netmotss","NG02","TH00399","Always a reader","https://groups.google.com./g/net.motss/c/RDlC8S43qQg",1984-09-22,1
"NG02_TH00398","netmotss","NG02","TH00398","BOBO!!!","https://groups.google.com./g/net.motss/c/dwlOTl40FnU",1984-09-20,1
"NG02_TH00397","netmotss","NG02","TH00397","Thanks to Steve Dyer!! (Really)","https://groups.google.com./g/net.motss/c/JyQD4mVCZUQ",1984-09-20,1
"NG02_TH00396","netmotss","NG02","TH00396","Doonesbury from the past","https://groups.google.com./g/net.motss/c/8Smb3j7Dq1I",1984-09-19,1
"NG02_TH00395","netmotss","NG02","TH00395","IT'S HERE!!!","https://groups.google.com./g/net.motss/c/OIneJn10u60",1984-09-19,1
"NG02_TH00394","netmotss","NG02","TH00394","And now for the good news....","https://groups.google.com./g/net.motss/c/65yAQeKpaUY",1984-09-19,1
"NG02_TH00393","netmotss","NG02","TH00393","More euphemisms . . .","https://groups.google.com./g/net.motss/c/Um30X5AxkAI",1984-09-18,1
"NG02_TH00392","netmotss","NG02","TH00392","Like *Flamesville*, Man.","https://groups.google.com./g/net.motss/c/odHgINgAeN4",1984-09-18,2
"NG02_TH00391","netmotss","NG02","TH00391","More defense of Ken Arndt [there is no defense]","https://groups.google.com./g/net.motss/c/KtkDRsQxa4A",1984-09-18,2
"NG02_TH00390","netmotss","NG02","TH00390","More defense of Ken Arndt","https://groups.google.com./g/net.motss/c/q6iiqdWzCyg",1984-09-17,1
"NG02_TH00389","netmotss","NG02","TH00389","Almost banned in Boston!","https://groups.google.com./g/net.motss/c/Q4kcClIGMcA",1984-09-17,2
"NG02_TH00388","netmotss","NG02","TH00388","Mr. Arndt's rantings","https://groups.google.com./g/net.motss/c/9XKcVAsq2EI",1984-09-15,3
"NG02_TH00387","netmotss","NG02","TH00387","What people want in a MOTAS","https://groups.google.com./g/net.motss/c/jY75tBKb3f8",1984-09-15,1
"NG02_TH00386","netmotss","NG02","TH00386","A little lite humor from Ken Arndt","https://groups.google.com./g/net.motss/c/cU_q2WqAxos",1984-09-14,2
"NG02_TH00385","netmotss","NG02","TH00385","""YOU'RE PART OF THE PROBLEM""","https://groups.google.com./g/net.motss/c/nCm5NGKwniw",1984-09-14,2
"NG02_TH00384","netmotss","NG02","TH00384","Survey","https://groups.google.com./g/net.motss/c/5D-ocJwOo38",1984-09-14,1
"NG02_TH00383","netmotss","NG02","TH00383","THEY'RE, THEIR, THERE -- PLEASE.............","https://groups.google.com./g/net.motss/c/WT7lZhz5Y1w",1984-09-14,2
"NG02_TH00382","netmotss","NG02","TH00382","homosexual associations","https://groups.google.com./g/net.motss/c/tVt7VZQEzhc",1984-09-13,25
"NG02_TH00381","netmotss","NG02","TH00381","On coming out","https://groups.google.com./g/net.motss/c/wpzmyF1unsw",1984-09-13,2
"NG02_TH00380","netmotss","NG02","TH00380","Homosexuals as ministers ??","https://groups.google.com./g/net.motss/c/9LZQPkS4lF0",1984-09-13,1
"NG02_TH00379","netmotss","NG02","TH00379","Varied thoughts","https://groups.google.com./g/net.motss/c/ScGxFAh9C9I",1984-09-12,3
"NG02_TH00378","netmotss","NG02","TH00378","What *you* are looking for in a MOTAS (survey results)","https://groups.google.com./g/net.motss/c/2GLqvDbexWw",1984-09-11,2
"NG02_TH00377","netmotss","NG02","TH00377","Ken Arndt","https://groups.google.com./g/net.motss/c/i12mSzB0GoY",1984-09-11,1
"NG02_TH00376","netmotss","NG02","TH00376","Smile if you taste pathogens Andy!","https://groups.google.com./g/net.motss/c/AWQWes5G450",1984-09-11,1
"NG02_TH00375","netmotss","NG02","TH00375","Ans. to req. for info - data anyone?","https://groups.google.com./g/net.motss/c/NM4UfQZMhts",1984-09-10,1
"NG02_TH00374","netmotss","NG02","TH00374","""Love means . . . ""","https://groups.google.com./g/net.motss/c/z7vZH2Dq4qY",1984-09-09,3
"NG02_TH00373","netmotss","NG02","TH00373","paradiSe","https://groups.google.com./g/net.motss/c/qf7fmOWgUZk",1984-09-07,1
"NG02_TH00372","netmotss","NG02","TH00372","Something for Ron Rizzo's proscribed list","https://groups.google.com./g/net.motss/c/g9ZKGAF3i40",1984-09-07,1
"NG02_TH00371","netmotss","NG02","TH00371","Please try to be mature, Ken.","https://groups.google.com./g/net.motss/c/vV8_rPMWZAI",1984-09-06,1
"NG02_TH00370","netmotss","NG02","TH00370","Arndt articles","https://groups.google.com./g/net.motss/c/knkNvf8-vcE",1984-09-06,3
"NG02_TH00369","netmotss","NG02","TH00369","A little lite humor.","https://groups.google.com./g/net.motss/c/otGq9tDKXi8",1984-09-05,1
"NG02_TH00368","netmotss","NG02","TH00368","ann's earring","https://groups.google.com./g/net.motss/c/AWGw0wBhJ54",1984-09-05,2
"NG02_TH00367","netmotss","NG02","TH00367","ken arndt","https://groups.google.com./g/net.motss/c/At1ss__4pCM",1984-09-01,1
"NG02_TH00366","netmotss","NG02","TH00366","The Kiss of Death","https://groups.google.com./g/net.motss/c/6b7e1ymrf1s",1984-09-01,7
"NG02_TH00365","netmotss","NG02","TH00365","Elements in a MOTAS","https://groups.google.com./g/net.motss/c/14Sh4FsOa5Q",1984-08-31,1
"NG02_TH00364","netmotss","NG02","TH00364","Final Observations","https://groups.google.com./g/net.motss/c/DA4iRx1qC4g",1984-08-30,8
"NG02_TH00363","netmotss","NG02","TH00363","Include her in.","https://groups.google.com./g/net.motss/c/PdOW57-6YOM",1984-08-29,1
"NG02_TH00362","netmotss","NG02","TH00362","Natural, natural . . . who's got the natural?","https://groups.google.com./g/net.motss/c/mUfxIHIWqjc",1984-08-29,1
"NG02_TH00361","netmotss","NG02","TH00361","More euphemisms . . .","https://groups.google.com./g/net.motss/c/DeqA6LsvxdQ",1984-08-28,1
"NG02_TH00360","netmotss","NG02","TH00360","A Naive Plea","https://groups.google.com./g/net.motss/c/Qsr8mRzHo1k",1984-08-28,1
"NG02_TH00359","netmotss","NG02","TH00359","Posted for Dionysus: Introduction and new topics","https://groups.google.com./g/net.motss/c/VikYVrHVJ6Y",1984-08-28,5
"NG02_TH00358","netmotss","NG02","TH00358","More final observations","https://groups.google.com./g/net.motss/c/Sjl58VqaPkY",1984-08-27,1
"NG02_TH00357","netmotss","NG02","TH00357","Serpent in Paradise","https://groups.google.com./g/net.motss/c/fx91yGF5YjY",1984-08-24,7
"NG02_TH00356","netmotss","NG02","TH00356","YAFM: movie review","https://groups.google.com./g/net.motss/c/jR8D9o4lbvs",1984-08-24,2
"NG02_TH00355","netmotss","NG02","TH00355","words","https://groups.google.com./g/net.motss/c/c-sIOH0p0_4",1984-08-21,1
"NG02_TH00354","netmotss","NG02","TH00354","YAFM: law and morality","https://groups.google.com./g/net.motss/c/LPhCT-9hcN4",1984-08-21,1
"NG02_TH00353","netmotss","NG02","TH00353","gay?? really?? - (nf)","https://groups.google.com./g/net.motss/c/71wSWL_L9MY",1984-08-21,10
"NG02_TH00352","netmotss","NG02","TH00352","And now the local news...","https://groups.google.com./g/net.motss/c/krMPFrXQeX4",1984-08-19,1
"NG02_TH00351","netmotss","NG02","TH00351","In the News...","https://groups.google.com./g/net.motss/c/DrugY-pyjBE",1984-08-19,1
"NG02_TH00350","netmotss","NG02","TH00350","a short story -- enjoy!","https://groups.google.com./g/net.motss/c/PW1pN1uuFwE",1984-08-18,1
"NG02_TH00349","netmotss","NG02","TH00349","what causes homosexuality","https://groups.google.com./g/net.motss/c/TvvPi6Qlfi4",1984-08-18,1
"NG02_TH00348","netmotss","NG02","TH00348","Forwarded Message","https://groups.google.com./g/net.motss/c/i23wdW3Tpmw",1984-08-18,1
"NG02_TH00347","netmotss","NG02","TH00347","Ann Landers on earrings...","https://groups.google.com./g/net.motss/c/KTd5gTG6knw",1984-08-17,4
