"NG_TH_CM_ID","NG_TH_ID","TH_CM_ID","CM_ID","TH_ID","NG_ID","Author","Date.and.Time","Full.Text","URL.String","newsgroup","Hour","Date","SentimentScore"
"NG01_TH00841_CM00001","NG01_TH00841","TH00841_CM00001","CM00001","TH00841","NG01","Bill Stoll",1985-08-08 21:10:11,"I just want to set the record straight about AIDS!
The members of the American Holistic Medical Association, the
International Academy of Preventive Medicine, as well as many other
practitioners of a Holistic approach to medical care have known, for
ears, the basic mechanism of AIDS.  In the beginning a few
conventional researchers dared to suggest the truth but no one really
liked the idea because it didn't provide for the ""white knight of
modern medicine"" to ride to the rescue.  It didn't provide the
pharmaceutical industry with a new patent to exploit for 17 years (or
however long a patent runs now).  And, it didn't fit the conventional
paradigm of causation of disease.
Now, however, nearly all researchers are forced to admit the obvious:
AIDS virus cannot infect an AVERAGE healthy human being, let alone a
truly vigorously healthy person.  The virus is an opportunist: it
preys only on those persons whose immune systems are already on the
verge of collapse.  The problem is: the virus attacks what is left of
the immune system and finishes it off.  It is the other opportunistic
pathogens (that have been known for years) that then finish off the
victim.
A West German study, done in 1976, showed that the average person, in
western industrialized society, was exposed to >1000 times as many
stresses/person/day as people were 100 years ago, and that the rate
was increasing faster every year.  90% 0f those stresses were not
psychological, or social, but, were physical, chemical, nutritional,
electromagnetic smog, etc.; ENVIRONMENTAL stresses that didn't even
exist 100 years ago.
Biofeedback research shows us that all stresses cause a fight or
flight response; whether physical or psychological.  If the running or
fighting isnt actually done the readiness to do so accumulates.
Finally, the limit of ""readiness"" is reached and the person has
insufficient reserves to resist the puny AIDS virus.  The newly
discovered ""carriers"" of AIDS simply are a little further up the ""bell
curve"" of resistance in this society: enough resistance to avoid the
disease but not enough to kill the virus completely.
We have the distinction of living in the generation when larger, and
larger #s of people are falling below the critical level on the bell
curve of immunity in this country.  Another perfect example of the
superiority of prevention over treatment.
There is good in all bad things:  The vast amounts of $ being thrown
into AIDS research has allowed us to be able to measure TINY changes
in immune status.  We now have the proof,Holistic Practitioners have
been looking for, of how and why so many of the mind body approaches
work.  The new medical specialty: PSYCHONEUROIMMUNOLOGY, has been
spawned by these advances.
cbosgd!ukma!wws(Walt Stoll)
:wq!
:wq!
nutritional, electromagnetic smog--ENVIRONMENTEL stresses; each of
which cause a ""fight or flight"" response.  If the person does not
actually run or fight, the readiness to do so accumulates.
Eventually,a larger, and larger % of people have used up their
reserves to the point where even a puny virus like AIDS can survive.
That's why ""carriers of AIDS are now being found: there is a continuum
of reser","pRThItTmvLMJ","netmed",21,1985-08-09,-13
"NG01_TH00841_CM00003","NG01_TH00841","TH00841_CM00003","CM00003","TH00841","NG01","Bill Stoll",1985-08-09 20:18:17,"I just want to set the record straight about AIDS!
The members of the American Holistic Medical Association, the
International Academy of Preventive Medicine, as well as many other
practitioners of a Holistic approach to medical care have known, for
years,the basic mechanism of AIDS.  In the beginning a few
conventional researchers dared to suggest the truth but no one really
liked the idea because it didn't provide for the ""white knight of
modern medicine"" to ride to the rescue.  It didn't provide the
pharmaceutical industry with a new patent to exploit for 17 years (or
however long a patent runs now).  And, it didn't fit the conventional
paradigm of causation of disease.
Now, however, nearly all researchers are forced to admit the obvious:
AIDS virus cannot infect an AVERAGE healthy human being, let alone a
truly vigorously healthy person.  The virus is an opportunist: it
preys only on those persons whose immune systems are already on the
verge of collapse.  The problem is: the virus attacks what is left of
the immune system and finishes it off.  It is the other opportunistic
pathogens (that have been known for years) that then finish off the
victim.
A West German study, done in 1976, showed that the average person, in
western industrialized society, was exposed to >1000 times as many
stresses/person/day as people were 100 years ago, and that the rate
was increasing faster every year.  90% of those stresses were not
psychological, or social, but, were physical, chemical, nutritional,
electromagnetic smog, etc.; ENVIRONMENTAL stresses that didn't even
exist 100 years ago.
Biofeedback research shows us that all stresses cause a fight or
flight response; whether physical or psychological.  If the running or
fighting isnt actually done the readiness to do so accumulates.
Finally, the limit of ""readiness"" is reached and the person has
insufficient reserves to resist the puny AIDS virus.  The newly
discovered ""carriers"" of AIDS simply are a little further up the ""bell
curve"" of resistance in this society: enough resistance to avoid the
disease but not enough to kill the virus completely.
We have the distinction of living in the generation when larger, and
larger,#s of people are falling below the critical level on the bell
curve of immunity in this country.  Another perfect example of the
superiority of prevention over treatment.
There is good in all bad things:  The vast amounts of $ being thrown
into AIDS research has allowed us to be able to measure TINY changes
in immune status.  We now have the proof,Holistic Practitioners have
been looking for, of how and why so many of the mind-body approaches
","aasjdkPKBbYJ","netmed",20,1985-08-10,-15
"NG01_TH00841_CM00005","NG01_TH00841","TH00841_CM00005","CM00005","TH00841","NG01","Steve Dyer",1985-08-11 18:28:13,"> I just want to set the record straight about AIDS!
> ...
This posting has all the requisite elements of quackery: the familiar ""us""
vs. ""modernmedicalestablishment"" stance, the sweeping statements which
propose THE solution to difficult problems, and the perversion of
incomplete scientific evidence into a grand theory fully of fanciful
embellishments but truly lacking in any kind of scientific basis, let alone
scientific proof.
THERE IS NO EVIDENCE WHATSOEVER THAT PEOPLE WITH ""HEALTHY"" IMMUNE SYSTEMS
ARE SOMEHOW PROTECTED FROM CONTRACTING AIDS.  One might as well make the
same kind of tautological statement about disease in general, and it would
still lack any predictive value for the individual.  Yeah, AIDS is
preventable: to be 100% safe, don't have sex outside of a monogamous
relationship which has remained monogamous for the past 5 years.  The next
best thing is to avoid exchanging bodily fluids with strangers.  Any
""vigorously healthy"" or even ""average"" person would have to be out of his
mind to think that his presumably healthy immune system is immune to
getting AIDS: there are too many ""vigorously healthy"" people who are now
seriously ill or dead.  In many cases, it only took a single infected sex
partner.
-- 
/Steve Dyer
{decvax,linus,ima,ihnp4}!bbncca!sdyer
sd...@bbnccv.ARPA","02YzC0ZGUpYJ","netmed",18,1985-08-12,-1
"NG01_TH00833_CM00001","NG01_TH00833","TH00833_CM00001","CM00001","TH00833","NG01","Craig Werner",1985-08-08 21:05:18,"For several years a PhD named Burton has operated a clinic in the
Bahamas that offered so-called ""Immune Assistance Therapy"" for cancer
victims.  The ""treatment"" consisted of pooling the blood from several
victims and reinjecting it.
	The clinic was closed down last year by the FDA because of possible
Hepatitis B contamination of the blood.  There have been protests in
Washington (and I recently saw a letter to the Editor in the NY Daily News)
to reopen the clinic.
	Actually, Hepatitis B might have been the least of the worries.
Recently samples of the clinic's blood were positive for the virus that
causes AIDS,so the clinic may have transmitted AIDS to as many as a 
thousand people.
-- 
				Craig Werner
				!philabs!aecom!werner
		""The world is just a straight man for you sometimes""","_crgP9_acuIJ","netmed",21,1985-08-09,-7
"NG01_TH00828_CM00001","NG01_TH00828","TH00828_CM00001","CM00001","TH00828","NG01","Craig Werner",1985-08-07 01:19:02,"Two pointers: AIDS is the cover story of both Time and Newsweek
	Nothing in either of the articles is 'new' per se, but they cover
all the angles in a fairly thorough way.
-- 
				Craig Werner
				!philabs!aecom!werner
		""The world is just a straight man for you sometimes""","qeN8TEY1xa8J","netmed",1,1985-08-07,1
"NG01_TH00823_CM00001","NG01_TH00823","TH00823_CM00001","CM00001","TH00823","NG01","Rob Bernardo",1985-08-05 16:13:24,"A United Press article appeared in the 5 Aug San Francisco Chronicle,
reporting a Gallup Poll on AIDS attitudes. Here are some of the results:
Very worried that they or someone they know
will contract AIDS				14%
Feel that AIDS will become an epidemic for
the public at large				62%
To avoid the disease
	avoiding people they know or suspect
	to be homosexual			13%
	avoiding places where homosexuals  are
	known to be  present			28%
	refusing elective surgery requiring
	blood transfusions			21%
Feel fear of AIDS is causing unfair
discrimination against all homosexuals
	agree					46%
	disagree				43%
Gov't spending on AIDS research
	not enough				50%
	right amount				26%
	too much				5%
The survey of 759 adults was conducted on 1 and 2 August and has a 4% margin
of error.
(I, on the other hand, have a greater but yet undetermined degree of  
error in copying facts from news articles.)
-- 
+--------------+-------------------------------+
| Rob Bernardo | Pacific Bell                  |
+--------------+ 2600 Camino Ramon, Room 4E700 |
| 
415-823-2417
 | San Ramon, California 94583   |
+--------------+-------------------------------+---------+
| ihnp4!ptsfa!rob                                        |
| {nsc,ucbvax,decwrl,amd,fortune,zehntel}!dual!ptsfa!rob |
+--------------------------------------------------------+","qK5uIs6-xDMJ","netmed",16,1985-08-05,-11
"NG01_TH00785_CM00001","NG01_TH00785","TH00785_CM00001","CM00001","TH00785","NG01","Ron Rizzo",1985-07-16 13:36:31,"[ From the Boston Globe, 7/11 or 12/85.  Reprinted without permission.]
Study: AIDS Robs Cells Of ""Recognition"" Ability by Richard Saltus
===============================================
[Following close on the heels of another major discovery* :]
	The first step in the destruction of the immune system by the
AIDS virus is a preemptive attack on the ability of key immune cells
to recognize foreign organisms, a study shows.
	The virus acts with such precision that the immune system is 
utterly unable to mount a response, even though the capacity to
counterattack still exists, government researchers said.
	Thereafter, normal immune competence collapses and the victim
is left prey to a wide range of infections and tumors that cause the
syndrome's high mortality.
	The report in today's New England Journal of Medicine adds to
the growing evidence on how the AIDS virus - known as HTLV-III or LAV
[or ARV] - destroys the very defenses designed to disable it.
	The virus' name, Human T-Lymphotropic Virus, signifies that it
attacks T cells, the white blood cells that orchestrate the complex
response of the immune system.  The T cells recruit other cells into
the fight, cause the release of certain antiinfection substances and
stimulate B cells to produce antibodies.
	AIDS victims have a drastically reduced force of ""helper"" T
cells, called T4, compared to the number of ""suppressor"" or T8 cells.
What has not been clear is whether the low number of T4 cells or some
inherent defect in the T4 cells is responsible for the progressive
failure of the immune system.
Resistance Tested
	Researchers at the National Institute of Allergy and Infectious
Diseases studied blood from 12 AIDS patients, challenging the immune
cells with substances that should cause the T4 cells to proliferate
rapidly.  In this test the T4 cells were not required to recognize a
foreign substance.  The cells responded normally, showing that they
retained the capacity to mount resistance to infection.
	Then the scientists mixed the blood with a foreign antigen,
a protein of the sort that the immune system would encounter should
the body be infected by an invading organism.
	This time there was no response.  To the researchers this
suggested that the T4 cells, which are equipped to distinguish what
is foreign from what is ""self,"" had lost that ability.
	Dr. H. Clifford Lane, who directed the research, said that the
infecting AIDS virus has been shown to attach itself to the T4 receptor,
a molecule on the surface of the T4 cell.  In effect, the virus blinds
the cell to foreign antigens.
	Lane said it was impossible to be certain whether the virus
uniformly knocks out the surface molecule on otherwise intact T4 cells,
or perhaps kills off a subpopulation of T4 cells that has the recognition
site.
	In any case, ""It's a very smart virus that came up with that way
of attacking the immune system,"" sad Lane.  He noted that these events 
occur early in the disease, leading to a cascade of later abnormalities as 
the immune system is devastated.
No New Therapies Implied
	Lane, in a telephone interview, said that the discovery does not
yet suggest any new therapies for the syndrome, but that it ""gives us a
better appreciation of how the AIDS virus is attacking and destroying the
immune system.""
	In an accompanying editorial, two Harvard scientists said that
increasing knowledge about the affinity of HTLV-III/LAV for the T4 cells
is helping to explain many of the puzzling aspects of the lethal syndrome
- and is raising some concerns.
	For one thing, said Drs. Richard S. Kalish and Stuart F. Schlossman,
when T4 cells multiply to fend off some other infection, they probably
become more vulnerable targets to infection by the AIDS virus.
	This may explain, they said, why exposure to the AIDS virus is less
likely to produce the syndrome in the absence of another infection, as in
people receiving tainted transfusions and health workers exposed to HTLV-III.
	However, the Harvard researchers also raised the possibility that,
in certain cases, the virus can infect not only T cells but also B cells.
""Such virally infected cells may function as a reservoir of virus,
potentially thwarting attempts at reconstitution of the immune system,""
they wrote.
	While there is still no effective treatment for AIDS, Schlossman
said in an interview, ""We've learned a great deal about the disease, and
the future is not so bleak as one might think.""
	*****************************************************
* In late June the discovery of a gene on HTLV-III which regulates
 the rate of growth of the virus was announced.  HTLV-III displays
 explosive growth at a rate up to 1,000 times as great as, eg, HTLV-I
 which is known to cause various cancers.  Manipulation of this gene
 suggests not only possibilities for eventual vaccine production but 
 even for the treatment of people already infected with the virus.
So, folks, it probably pays to keep up your general health, to avoid
other infections so as to deny the AIDS virus possible footholds in 
your bodies.
					Regards,
					Ron Rizzo","YJh8G6NS0hsJ","netmed",13,1985-07-16,-40
"NG01_TH00773_CM00001","NG01_TH00773","TH00773_CM00001","CM00001","TH00773","NG01","Craig Werner",1985-07-02 22:10:17,"As those in net.med/net.motss know, I have been posting summaries of
salient developments in the understanding of AIDS.  Well, almost the
entire June 21 issue of JAMA (Journal of the American Medical Assoc.)
is devoted to AIDS.  It would be too much to summarize all the articles
(and they do cover almost all issues collectively), so I am just posting
an edited version of one of the two editorials.
   I am also adding net.singles to the distribution for this time round
because AIDS can no longer be considered a disease of male promiscuous
homosexuals.  (In fact, in my own limited clinical experience,  the only
AIDS patient I have actually had contact with was a young women.)
				-Craig Werner.
-------------------------------------------------------------------
The Age of AIDS
A Great Time for defensive living.
It was the age of overindulgence. It was the age of tolerance for
anything in anyone. It was the age of fear of imposing one's
own social values on someone else's.  It was the age of the
trivialization of sex.  It was the age of anticelibacy. It was the
age when early teenage sex was commonplace.  It was the age 
when homosexuality came out of the closet and became almost 
acceptable to those who once found it intolerable.  It was the 
age of easy,  irresponsible  oversex,  abortion on demand,
chlamydia, and genital herpes. And it was the age of AIDS.
   Not since Syphilis among the Spanish, plague among the
French, tuberculosis among the Eskimos, and smallpox among
the American Indians has there been a threat of such a
scourge.  Yet, the Acquired Immunodeficiency Syndrome (AIDS)
is different from any disease previously seen clinically and
epidemiologically.  After the torrents of words that have been
written and spoken about AIDS, pre-AIDS, and all the rest, is
there anything else to say?  Yes, a great deal.  Thus, this is
another JAMA theme issue on AIDS, with MEDICAL NEWS 
stories, MMWR, ORIGINAL CONTRIBUTIONS, a brief report, a case
report, a special communication, QUESTIONS & ANSWERS, LETTERS,
and two editorials, all dealing with myriad aspects of this
gargantuan problem.
   The Medical community has responded brilliantly to this new
challenge with a rapid outpouring of correct new scientific
information.  The salient points are:
   1. AIDS is caused by an infectious agent, which has been
given three names but seems to be a single retrovirus.
   2. Many (but not all) who are exposed to the virus become
infected, but only some (perhaps 5% to 10% per year) who
become infected ultimately demonstrate symptoms.
   3. It is possible that cofactors may lower resistance to and
promote infectivity of the virus.
   4. The virus may be transmitted from an infected person
many years before the onset of clinical manifestations.
   5. Latency of many years may occur between transmission,
infection, and clinically manifest disease.
   6. Antibody testing of serum samples is a valuable method to
determine who has been exposed to the virus but it does not
make the diagnosis of AIDS.
   7. A very high percentage of those who develop the 
full-blown disease die.
   8. There is no known treatment for the immune deficiency,
and the treatment for complications are variable and inconsistent.
:
[Two columns on 'The Dilemma of Serological Testing']
:
[Header: 'The Virus must be contained', ending with:]
:
  Given the small likelihood of the success of this proposal, it
may behoove those people who do not wish to get AIDS to
adjust their life style so as to practice living defensively --
particularly in the sexual arena.  Individuals have the power to
protect themselves more than science currently can.  As far as 
we know, prevention is fairly simple.
   1. We should not inject blood or blood products that are
infected by the AIDS virus into another person.
   2. We should not share injection needles with someone who
is infected.
   3. [Women] who are carrying the AIDS virus should not 
become pregnant.
   4. We should not engage in sexual activity (oral, anal, or
vaginal) with someone who has the AIDS virus.
   5. We should consider instituting serological testing for 
HTLV-III before the issuing of marriage licenses.
   This is a great time to practice sexual monogamy.
			Editorial signed: George D. Lundberg, MD.
				JAMA (June 21, 1985) 253:3441.
--------
I have no comment on the above.
-- 
				Craig Werner
				!philabs!aecom!werner
		""The world is just a straight man for you sometimes""","eqioNanLfgEJ","netmed",22,1985-07-03,-9
"NG01_TH00773_CM00002","NG01_TH00773","TH00773_CM00002","CM00002","TH00773","NG01","Ron Rizzo",1985-07-03 16:45:59,"But inevitably I have comments, but only 2 cents worth, to avoid embroilment
in a net dispute.
AIDS wasn't a ""disease of male promiscuous homosexuals"".  Aside from
striking IV drug users, Haitians, Central Africans & European hetero-
sexuals, more than a few gay victims weren't promiscuous, unless
Lundberg means by ""promiscuity"" anything but strict monogamy, not what
most people mean by that term.  Given the long latency of the virus
(7 years in some cases of congenital AIDS), even stable sexual relation-
ships don't entirely eliminate the risk of exposure, though they do
greatly lower it: either partner may've been infected years ago.  I've
heard/read about gay victims who had been in stable relationships for
years, some of whom died without ever being able to explain to them-
selves how or why they got it.  Some AIDS cases seemingly resulted
from a single sexual contact, though heightened susceptibility of
individuals may be involved here.
This is NOT to criticize at all safe sex guidelines, perhaps even within
a sexually exclusive relationship (Dr. Lundberg is advocating hetero-
sexuality when he advises monogamy: it means ""one woman"" )=: ).  Every-
one, gay & straight, should also maintain their health & keep informed
about AIDS.
Making pregnancy or marriage depend on a negative test for HTLV-III is
absurd & fascistic, but is not surprising coming from JAMA.
Craig, why print an editorial, particularly that one, instead of a medical
article or a simple pointer to the JAMA issue?
					Cheers,
					Ron Rizzo","qR9FTqMfm8wJ","netmed",16,1985-07-03,-8
"NG01_TH00773_CM00006","NG01_TH00773","TH00773_CM00006","CM00006","TH00773","NG01","Rob Bernardo",1985-07-07 20:19:01,"
Furthermore, since when does 'monogamy' mean 'one woman'. It is not USED
that way and its dictionary definition is not even that. I think you
are confusing it with 'monogyny'.
monogyny	the having of one female spouse at the same time
monoandry	the having of one male spouse at the same time
monogamy	the having of one spouse at the same time
polygyny	the having of more than one female spouse at the same time
polyandry	the having of more than one male spouse at the same time
polygamy	the having of more than one spouse at the same time
-- 
+--------------+-------------------------------+
| Rob Bernardo | Pacific Bell                  |
+--------------+ 2600 Camino Ramon, Room 4E700 |
| 
415-823-2417
 | San Ramon, California 94583   |
+--------------+-------------------------------+---------+
| ihnp4!ptsfa!rob                                        |
| {nsc,ucbvax,decwrl,amd,fortune,zehntel}!dual!ptsfa!rob |
+--------------------------------------------------------+","qea1lWMzCD0J","netmed",20,1985-07-08,-2
"NG01_TH00744_CM00001","NG01_TH00744","TH00744_CM00001","CM00001","TH00744","NG01","Craig Werner",1985-06-07 15:44:49,"First, let me explain what HLA is.
	HLA stands for Human Leukocyte Antigen,  although they are a group
of proteins that occur on every cell in the body.  There are 4 groups -
HLA-A,B,C are found on every cell.  HLA-D is particularly prominent on
White Blood Cells.  There are hundreds of types of each letter - so many
in fact, that probably no two people on Earth (except identical twins)
have the same arrangement.  HLAs are also known as Transplantation antigens
-- they are the cause of Rejection following Heart/Kidney/etc. transplant.
	One of them -  HLA-D4 has been shown to react with the antibody to
the virus that presumably causes AIDS.  This is the first case of a true
False Positive with known cause.
	Therefore, people who carry the HLA-D4 gene will register a positive
result to the AIDS blood test, whether or not they have been exposed to the
AIDS virus.  However, it can be checked via other means.
	One explanation for the phenomenon is that the only cell line in
which HTLV-3 will grow carries the HLA-D4, and hence the antibody is raised
to a HLA-D4/HTLV-3 hybrid (also known as a virally-altered self) and then
will react with each component separately.
-- 
				Craig Werner
				!philabs!aecom!werner
		""The world is just a straight man for you sometimes""","RFY5xoplWNcJ","netmed",15,1985-06-07,2
"NG01_TH00744_CM00002","NG01_TH00744","TH00744_CM00002","CM00002","TH00744","NG01","Craig Werner",1985-06-11 02:26:55,"I realized that in my desire to simplify, I may have mislead, so here
is a quick clarification.
	The Test checks for antibodies against HTLV3, also known as
AIDS Related Virus, or anti-HTLV3 antibodies.
	The article described the testing of anti-HLA antibodies (which are
normally used in tissue typing for transplants) and the discovery that one,
anti-HLA-DR4, reacted with anti-AIDS antibodies.
	I left out the 'anti's last time and here's where I made the boo-boo.
People who have the HLA-DR4 gene will not test false positive for HTLV3.
For them to have anti-DR4 antibodies would mean that they would be attacking
their own tissues.
	The only way someone would have those antibodies was if they had 
recieved a transfusion or a transplant or a skin graft from someone who
had HLA-DR4, or if there's still yet another cross-reacting antigen that
hasn't been described yet.
	I feel much better now.  Sorry for the inconvenience and confusion.
","ZHrmxU6N1JwJ","netmed",2,1985-06-11,-4
"NG01_TH00729_CM00001","NG01_TH00729","TH00729_CM00001","CM00001","TH00729","NG01","Craig Werner",1985-05-28 18:41:10,"><><
From American Medical News, May 3, 1985, published by the AMA
page 1, 35.
	Anti-AIDS drugs promising.
	Intensive research over the past year has produced at least six
drugs that show early promise in treating acquired immune deficiency
syndrome (AIDS).
	These drugs are significant because they attack the virus itself,
rather than merely treating the infections and malignancies associated with
the disease.  Five drugs are now being tested in AIDS patients, the sixth is
undergoing in-vitro study.
	Each of the agents acts by interfering with the replication of the
AIDS-associated virus, HTLV-III/LAV.
[]
	The most promising drugs are:
1. Suramin. Commonly used to treat sleeping sickness. It is thought to block the
cytopathic effect of the virus.  Although it can produce severe toxicity in
Africans with parasitic disease, it appears well tolerated in US AIDS patients.
2. HPA-23.  This drug also is an inhibitor of the reverse transcriptase enzyme.
Tested at the Pastuer Institute in France, two of four AIDS patients show no
sign of virus one month after receiving the drug.
3. Phosponoformate.  MGH researchers have shown this drug has persistent
anti-viral action ... Two Swedish patients now are receiving the drug.
4. Ribavirin. This decade old drug, believed to act as a nucleotide analog,
appears to inhibit HTLV-III replication in cultured cells. It's exact 
mechanism action remains unknown.
5. Alpha Interferon.  This has previously been shown to be effective against
Herpes Zoster, CMV, and influenza.  It is furthest along in clinical testing.
Stage 2 and 3 trials are planned in Boston, Seattle, and New York.
6. Amsanycin. In CDC in-vitro trials, this drug reduces infective virus by
90%. It is the least studied of the anti-AIDS drugs, and its mechanism remains
unclear.
No single ""magic bullet"" drug stands out as the answer to the AIDS epidemic.
Because they act on different sites, it may be best to use them simultaneously
or in sequence. There could be an additive, even synergistic, effect.
[Editor's Comment: The above, while edited, contains none of my own prose.
Therefore, I'd appreciate no flames, thank you.]
-- 
				Craig Werner
				!philabs!aecom!werner
		""The world is just a straight man for you sometimes""","kI5hKxkLATUJ","netmed",18,1985-05-29,-2
"NG01_TH00656_CM00001","NG01_TH00656","TH00656_CM00001","CM00001","TH00656","NG01","Craig Werner",1985-03-17 00:30:42,"Dateline: last week (but I was busy):
	AP) The Government has approved a sec-
	ond screening test for blood contam-
	inated by acquired immune deficiency
	syndrome, or AIDS, after laboratory
	results indicating it was the most sens-
	itive indicator of possible exposure to
	the disorder.
 	  Electro-Nucleonics Inc. of Fairfield,
	N.J., was awarded the second license by
	the FDA ....
About 2 months ago, I ran a series of four articles on HTLV-3, the virus
that most likely causes AIDS. I spoke of the screening test as highly
accurate, and then received mail and flames otherwise.
	Well, here is the source of the misunderstanding. There are several
tests - the most sensitive being the Western blot, which I was referring to.
(This was reasonable, since most Test-Positive results were to be redone
with Western blots before accepting the results.) It has an accuracy of
99.8% or so.
	The first licensed test had an accuracy of approx. 93%. Tests under
development range from 82-95.6%.  These all use a system called ELISA (for
Enzyme-linked Immuno- S? Assay) which is much easier to do than a Western
Blot (Incidentally, Western Blot is so-called, because the first person
to do ""blotting"" was E.M. Southern, so the blot was nick-named the
""Southern Blot"", and each new technique was given a different direction and
the name stuck.) ELISA involves add sample, add reagant, check color change.
	Anyway, this new test has an accuracy of 99.6% (4 false positives
in 1000 people)  which is not much worse than Westerns.
 
	AND, of course the usual disclaimer:  Although everyone with AIDS
has been shown to have antibody to HTLV-3, the reverse is not true.
The presence of antibody to HTLV-3 does not signify that a person has or
will get AIDS, but has merely been exposed to it or a cross-reacting virus.
-- 
				Craig Werner
				!philabs!aecom!werner
		What do you expect?  Watermelons are out of season!","s35aIOrY81gJ","netmed",0,1985-03-17,-2
"NG01_TH00656_CM00002","NG01_TH00656","TH00656_CM00002","CM00002","TH00656","NG01","Steve Dyer",1985-03-17 13:49:27,"> 	AND, of course the usual disclaimer:  Although everyone with AIDS
> has been shown to have antibody to HTLV-3, the reverse is not true.
Um, I've heard that a significant percentage of AIDS patients DO NOT
harbor HTLV-3 antibodies, and this bewildering state of affairs only
complicates the application of such tests.  Naturally, it isn't clear
in these cases whether the absence of antibodies reflects absence of
virus.  Does anyone have the original references?
-- 
/Steve Dyer
{decvax,linus,ima,ihnp4}!bbncca!sdyer
sd...@bbnccv.ARPA","mVB8zuseg9wJ","netmed",13,1985-03-17,4
"NG01_TH00606_CM00001","NG01_TH00606","TH00606_CM00001","CM00001","TH00606","NG01","Ron Rizzo",1985-02-08 18:11:58,"On NPR's ""All Things Considered"":
Today in New York, the Scientists Institute for Public Information met
to gather all valid information on AIDS to give to the press and thus
insure the accuracy of news coverage & public knowledge. It was hoped that
such a conference and the gravity of the epidemic would overcome medical
rivalries between different research teams competing for the discovery
of the AIDS mechanism.  But, as Mathilde Krim of the Sloan-Kettering
Institute said, hopes were dashed when Robert Gallo, discoverer of
HTLV-III refused to attend, unable or unwilling to find time in his 
schedule.  The fight to be first to break the AIDS puzzle has caused
the creation of three different names for the prospective AIDS pathogen:
HTLV-III by Gallo on the East Coast, ARV in San Francisco, & LAV in France.
Nevertheless, a French researcher, Jean Paul Chermont of the Pasteur
Institute, announced that two years ago he gave a drug he calls HP-23
to a French hemophiliac AIDS patient.  Two years later all trace of
HTLV-III is gone from the bloodstream of the patient who seems to
have fully recovered.  HP-23 has not been used on humans before, and
is unknown in the US.  It is chemically similar to the metal tungsten.
Chermont is now administering it to 34 AIDS patients.  However, the
drug can cause dangerous side effects in the blood system.
Apparently, HP-23 kills all of the alleged AIDS virus in the blood-
stream.  How does it work?  When the AIDS virus invades a cell, it
must immediately reproduce.  It does so by latching on to the cell's
genes.  HP-23 kills the virus by competing with it: it also latches
on to the cell's genes and thus prevents the virus from reproducing.
If the virus can't reproduce, it can't spread, & thus AIDS presumably
can't develop.
However, the scientists pointed out that the drug would not help
many AIDS patients in whom the disease is well-advanced: once the
immune system is destroyed, the virus often disappears, its damage
done.  Many AIDS patients reveal no trace of the virus.  Thus, the
drug would seem to benefit primarily pre- or early AIDS cases.
Nobel Laureate David Baltimore of MIT & others present also cautioned
people against expecting a vaccine to be forthcoming.  Vaccines typi-
cally take YEARS to develop and require much research & testing.
					Ron Rizzo","Kl4svDfhuVsJ","netmed",18,1985-02-09,-12
"NG01_TH00591_CM00003","NG01_TH00591","TH00591_CM00003","CM00003","TH00591","NG01","Steve Dyer",1985-01-20 15:17:20,">Reasonable:
>
>One of the primary vectors of AIDS is anal  intercourse.  This  is  because
>the  lining  of  the  rectum isn't built for such treatment and can develop
>tears which provide a  direct  path  to  the  bloodstream.  The  virus  (or
>whatever) is carried and passed on in semen.
It's important not to turn a single, controversial article in the JAMA into
popular folklore--the facts simply aren't there.  About all one can say now
about the transmission of AIDS is that it requires the exchange of bodily
fluids.  The present epidemiology of the syndrome is adequately explained
by the characteristics of the populations in which it occurs.
-- 
/Steve Dyer
{decvax,linus,ima,ihnp4}!bbncca!sdyer
sd...@bbnccv.ARPA","xRpnDAmVv-YJ","netmed",15,1985-01-20,1
"NG01_TH00591_CM00004","NG01_TH00591","TH00591_CM00004","CM00004","TH00591","NG01","Craig Werner",1985-01-25 15:53:56,"> >One of the primary vectors of AIDS is anal  intercourse.                     
> >                                                            The  virus  (or
> >whatever) is carried and passed on in semen.
> 
Steve Dyer responds:
> It's important not to turn a single, controversial article in the JAMA into
> popular folklore--the facts simply aren't there.  
	Well, it was actually more than a single article, and there were 
similar articles in Science and Nature.  
The facts are:
	1. HTLV-3 (the Aids-Related Virus) is found primarily in blood, but
also in saliva and semen, and maybe other places that haven't been explored
yet.
	2. The rectum is a) bacteriologically speaking, an exceptionally dirty
place, and b) not designed for intercourse (wrong epithelium).
 
	However, Steve does have his point. Just because something makes sense
logically, doesn't mean it is correct. Also, just as a grammatical point, the
use of the word ""vector"" was wrong. The correct phrase should have been
""means of transmission."" 
-- 
				Craig Werner
				!philabs!aecom!werner
		What do you expect?  Watermelons are out of season!","b999bEB4t9QJ","netmed",15,1985-01-25,-1
