"NG_TH_CM_ID","NG_TH_ID","TH_CM_ID","CM_ID","TH_ID","NG_ID","Author","Date.and.Time","Full.Text","URL.String","newsgroup","Hour","Date","SentimentScore"
"NG01_TH01028_CM00015","NG01_TH01028","TH01028_CM00015","CM00015","TH01028","NG01","Harold Ancell",1985-10-10 23:13:09,"For up to date (30 Aug 85) information on AIDS in a reasonably avaliable
source, people should read ""The Epidemiology of AIDS: Current Status and
Future Prospects"" by J.M. Curran et al., in the 27 Sept 85 issue of
_Science_.  The authors are with the Centers for Disease Control, and
the article seems to cover the subject very well; it includes ~ 47
references.
On the subject of cases of AIDS in the U.S. among health care workers
the authors say that as of 24 May 85, 371 (3.5%) of reported AIDS case
were in health care workers.  All but 31 (8.4%) belonged to know risk
groups.  Of these cases ""no specific occupational exposures could be
documented.""  The nurse in England who got stuck and exposed to the
blood of an AIDS patient developed HTLV-III/LAV antibody 27 to 45 days
after exposure, and this ""was accompanied by lymphadenopathy and fever,
consistant with the acute symptoms described with HTLV-III/LAV.""  The
article describes studies of medical personal exposed to blood and other
body fluids of AIDS patients, none of whom developed antibodies, and
says the risk appears to be small.
					- Harold","W3GAlryjmHIJ","netmed",23,1985-10-11,-6
"NG01_TH01028_CM00016","NG01_TH01028","TH01028_CM00016","CM00016","TH01028","NG01","Alan J Rosenthal",1985-10-14 02:06:28,"Okay now.  It appears quite definite from all these postings here that that
case with that nurse resulted not from a 'needle-stick' but from an
accidental injection of a SUBSTANTIAL amount of ARTERIAL blood, being that
no one has said anything which directly contradicts this.  Would someone
care to either find a reference which denies this, or finally admit that
simple needle-sticks are not sufficient to transmit aids.","57BhICb-g0sJ","netmed",2,1985-10-14,-3
"NG01_TH01028_CM00017","NG01_TH01028","TH01028_CM00017","CM00017","TH01028","NG01","Ron Rizzo",1985-10-16 12:18:47,"Andrew Klossner's internist seems to be suffering from a particularly
bad case of AIDS anxiety.","0OuYRfyZkMAJ","netmed",12,1985-10-16,-7
"NG01_TH01028_CM00018","NG01_TH01028","TH01028_CM00018","CM00018","TH01028","NG01","Ron Natalie <ron>",1985-10-17 16:39:58,"
I have no idea on how to apply this to the AIDS situation, but I wouldn't
downplay the problems with needle sticks.  Getting stuck with a used needle
can cause serious problems.  One of my coworkers got a severe infection
after accidentally poking herself with a needle from a cardiac arrest case.
Health care professionals here insist on treatment after sticks from used
needles.
-Ron","yWhW5jr4r5YJ","netmed",16,1985-10-17,-11
"NG01_TH01028_CM00019","NG01_TH01028","TH01028_CM00019","CM00019","TH01028","NG01","Will Martin",1985-10-21 17:23:57,"In article <9...@utcs.uucp> fl...@utcs.UUCP (Alan J Rosenthal) writes:
>Okay now.  It appears quite definite from all these postings here that that
>case with that nurse resulted not from a 'needle-stick' but from an
>accidental injection of a SUBSTANTIAL amount of ARTERIAL blood, being that
 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ ?*
>no one has said anything which directly contradicts this.  Would someone
>care to either find a reference which denies this, or finally admit that
>simple needle-sticks are not sufficient to transmit aids.
* I can understand accidental needle-sticks -- I've cut and poked myself
enough to realize that even professionals trained to handle sharp
instruments will have accidents with them. However, can someone explain
how THIS happened? The only scenario I can come up with is that someone
carrying a hypo full of blood fell down, and managed both to stick
themselves in falling and also depress the plunger to inject themselves,
rather than breaking off the needle or smashing the hypo (both of which
seem more likely). Anybody have any detailed explanation?
Will Martin
UUCP/USENET: seismo!brl-bmd!wmartin   or   ARPA/MILNET: wma...@almsa-1.ARPA","XEKdBmtIYywJ","netmed",17,1985-10-22,-7
"NG01_TH01015_CM00001","NG01_TH01015","TH01015_CM00001","CM00001","TH01015","NG01","Peter da Silva",1985-10-12 17:37:58,"Re: getting AIDS by sticking yourself with a needle while treating an AIDS
patient.
Wasn't there a potential epidemic of Lhasa Fever because some lab tech infected
him or herself this way, a few years back?","MPGTMBzYIxIJ","netmed",17,1985-10-13,-4
"NG01_TH01015_CM00002","NG01_TH01015","TH01015_CM00002","CM00002","TH01015","NG01","Craig Werner",1985-10-16 00:30:45,"
	Whenever someone asks me how bad AIDS is, I respond, ""Well at least it
isn't as bad as Lassa Fever.""
	It begins with fever, malaise, muscle aches, and a sore throat (just
like a cold.)  However from there it spreads and pretty much convinces every
organ to close shop.
	Lassa fever is one of the most deadliest and most contagious diseases
known to man.  It was first described in the early 70s by a group of Columbia
U. researchers.
	The first epidemic started with a nurse called LW, who worked in a 
missionary hospital in the town of Lassa, in the Cameron foothills of Nigeria.
After a week, unresponsive to antibiotics she was flown to a larger hospital
in Jos, where she died the next day.
	Within the next week, two out of three of her nurses were dead of the
disease, and a third was deathly ill.  She was flown to New York (prompting
several staff physicians at Columbia Presbyterian to leave the country :-) )
and placed in isolation, where despite having a 107 degree fever for a week,
survived and after several months in the hospital recovered.
	Meanwhile, one of the researchers returned to Nigeria to study 
additional cases. On Feb 18, 1970, 4 days after her paper describing the
epidemic was accepted for publication, she died of Lassa fever herself,
the first outbreak's final victim.
	(Source: Ten Diseases You Were Better Off Not Knowing About)
	(        G. Thomas, MD and L. Shreiner, MD _That's_Incurable_)
	Lassa Fever is not AIDS.
	However, in a final twist, Suramin, one of the antiviral drugs used
to treat Lassa fever, is currently undergoing clinical trials against the
AIDS virus.
-- 
				Craig Werner
				!philabs!aecom!werner
		""The world is just a straight man for you sometimes""","5mExxfUYdjsJ","netmed",0,1985-10-16,-11
"NG01_TH01001_CM00001","NG01_TH01001","TH01001_CM00001","CM00001","TH01001","NG01","Ron Rizzo",1985-09-09 13:41:54,"AIDS Politics
=============
[ from 9/8/85 Boston Globe, p 22, ""Congress moving on AIDS issue"" by Steven
  Waldman, States News Service.  Quoted without permission. ]
The avalanche of media coverage of AIDS precipitated by Rock Hudson's
case has apparently stirred Washington to action, but different branches
of gov't are reacting quite differently.
Congress is being constructive: the House Appropriations human services
subcommittee ""voted to double to $140 million"" funding for research at
NIH ""and provide an additional $27 million for public education on AIDS
in 1986.""  Rep. Henry Waxman (D-CA), chair of the House Energy & Commerce
health & environment subcommittee, ""will introduce legislation that would
prevent anyone from obtaining the records of those"" whose blood tests for
HTLV-III are positive.  But Rep. Ted Weiss (D-NY), chair of the subcommittee
that oversees the Dept. of Health & Human Services, says concern about the
budget deficit will prevent ""any large federal commitment to treatment.""
And the executive branch & a local judiciary contemplate repression: 
Health & Human Services ""will...recommend that labs inform blood donors
who show possible signs of AIDS that their names may be released to
outsiders.""  The Florida Supreme Court is ""considering a suit that could
open up the [blood donor] records to public inspection.""
This represents a drastic broadening & worsening of the situation.  Only
weeks ago the American Red Cross retreated from its historic commitment
to donor confidentiality by allowing its local chapters to decide whether
they'd conform to a military demand to hand over HTLV-III bloodtest results
for all military personnel.
Finally, ""the American Council of Life Insurers Board of Directors,
meeting this week in California, is likely to recommend that firms use
the HTLV test to assess the risk of an applicant...""
It now looks like AIDS policy will be determined by politics, not medical
or legal guidelines.  It's time to write & lobby our representatives and
maybe contribute to political action, to prevent gross public & private
violations of rudimentary civil rights & liberties and professional ethics.
FOSTER CARE
===========
For New Englanders, yesterday's Boston Globe Magazine contained a long
article by free-lancer Anita Diamant, ""In the best interest of the child-
ren."" It was a detailed account of the Babets-Jean case (the gay foster
parents in question) which included interviews.
The Massachusetts ACLU and Gay & Lesbian Advocates & Defenders are ""pre-
paring a legal challenge"" that ""will focus on two issues: equal protection
for homosexuals...and the state's interpretation of the `best interest of
the child.'""
Meanwhile the New Hampshire legislature continues to prepare a law that
would explicitly ban ""known homosexuals"" from foster care, guardianship,
or adoption.  The Massachusetts policy/proposed bill only gives priority
to ""traditional families.""
The Boston gay newspaper Bay Windows published an odd letter from Gov.
Michael Dukakis a while ago:  the Duke was very solicitous, pledging
support for the state gay rights bill (a first for him), regretting
the treatment of Babets & Jean and opposing homophobia.  He ended by
reiterating his support of the foster care policy change (which puts
gays at the bottom of the foster parent preference list)!  An amazing
performance.  My guess is his stonewall (a la Nixon, not the riot)
attitude toward gay outrage (""How many gay voters are there, anyway?""
he'd been reported as saying) has crumbled somewhat, not least due to
the zaps staged every time he appears in public (they continue, but
I have no news; does anyone else?).
					Regards,
					Ron Rizzo","WTCHWCoOT0QJ","netmed",13,1985-09-09,2
"NG01_TH01001_CM00002","NG01_TH01001","TH01001_CM00002","CM00002","TH01001","NG01","Curtis Jackson",1985-09-10 12:37:12,"In article <15...@bbncca.ARPA> rri...@bbncca.ARPA (Ron Rizzo) writes:
>AIDS Politics
>=============
>And the executive branch & a local judiciary contemplate repression: 
>Health & Human Services ""will...recommend that labs inform blood donors
>who show possible signs of AIDS that their names may be released to
>outsiders.""  The Florida Supreme Court is ""considering a suit that could
>open up the [blood donor] records to public inspection.""
>
It seems to me that the methods of AIDS transmission, while not 100% certain,
are quite well enough known that this should be unnecessary.  Hopefully
more info to People_What_Be_In_Charge will help this situation.
>
>This represents a drastic broadening & worsening of the situation.  Only
>weeks ago the American Red Cross retreated from its historic commitment
>to donor confidentiality by allowing its local chapters to decide whether
>they'd conform to a military demand to hand over HTLV-III bloodtest results
>for all military personnel.
>
Ridiculous!  If the military wants to test all their people; that's fine.
If the military wants to give all HTLV-III positives an honorary medical
discharge (I'm talking major paranoia here), then that is fine, too; but
they should NOT be able to \demand/ anything from Red Cross.
>Finally, ""the American Council of Life Insurers Board of Directors,
>meeting this week in California, is likely to recommend that firms use
>the HTLV test to assess the risk of an applicant...""
>
This one I totally agree with -- what's the difference between this and
people with high bloodpressure, diabetes tendencies, etc.?  It is the
insurance companies' right to assign risk based on present and/or
highly-possible disease.
>It now looks like AIDS policy will be determined by politics, not medical
>or legal guidelines.  It's time to write & lobby our representatives and
>maybe contribute to political action, to prevent gross public & private
>violations of rudimentary civil rights & liberties and professional ethics.
>
AIDS policy will be determined by accurate and widespread info from believable
sources (i.e., by quelling paranoia with facts from people that are respected;
major newscasters, for example).  Until we get that info and get it widely
disseminated, AIDS policy will be determined by paranoia and misinformation.
I cringed when I saw the very informative article in TIME magazine, information
content looked quite good, but there on the first page was a BIG picture of
the guy whose wife and child had caught AIDS from him.  I know TIME, Inc.
is on the net -- if anyone sees the author(s) of that article please tell
them I think they should be shot for such yellow journalism.
-- 
The MAD Programmer -- 
919-228-3313
 (Cornet 291)
alias: Curtis Jackson	...![ ihnp4 ulysses cbosgd mgnetp ]!burl!rcj
			...![ ihnp4 cbosgd akgua masscomp ]!clyde!rcj","QXrWiI1t5iIJ","netmed",12,1985-09-10,6
"NG01_TH01001_CM00003","NG01_TH01001","TH01001_CM00003","CM00003","TH01001","NG01","Ron Rizzo",1985-09-11 17:13:50,"<followup to Curtis Johnson>
What's wrong with insurance companies using HTLV-III bloodtests
to assess applicant risk for life insurance?  The danger is that
test results will be used to deny coverage, & not just raise
premiums:  Rep. Ted Weiss (D-NY), chair of the subcommittee that
oversees Health & Human Services, expressed this fear, but my
posting did not mention it.
If results were used to deny coverage or put an astronomical price
on premiums, most gay men in many urban areas would be effectively
denied life insurance.  Rates of positive test results among gay men
have been as high as 70-80% according to surveys in a number of large
US cities.
There have already been recorded instances of people denied medical 
insurance coverage (& life insurance, too, I think) merely because
it became known they tested positive.
Even the military case isn't uncontroversial: despite catch-22, the
military can't simply do anything it wants, at least not without
serious challenge.  If the military has a justification for HTLV-III
testing, it would be specific, such as avoiding contact with blood
& blood contacts plentifully available in combat or even in some 
forms of training.  But it wouldn't extend to noncombat personnel 
or civilian employees.  
					Regards,
					Ron Rizzo","zV5aTt2LOScJ","netmed",17,1985-09-12,-9
"NG01_TH01001_CM00004","NG01_TH01001","TH01001_CM00004","CM00004","TH01001","NG01","Curtis Jackson",1985-09-11 21:14:24,"In article <15...@bbncca.ARPA> rri...@bbncca.ARPA (Ron Rizzo) writes:
><followup to Curtis Johnson>   [<<<<<<<======THAT'S JACKSON!!]
>
>What's wrong with insurance companies using HTLV-III bloodtests
>to assess applicant risk for life insurance?  The danger is that
>test results will be used to deny coverage, & not just raise
>premiums:  Rep. Ted Weiss (D-NY), chair of the subcommittee that
>oversees Health & Human Services, expressed this fear, but my
>posting did not mention it.
>
>If results were used to deny coverage or put an astronomical price
>on premiums, most gay men in many urban areas would be effectively
>denied life insurance.  Rates of positive test results among gay men
>have been as high as 70-80% according to surveys in a number of large
>US cities.
>
I still don't see any problem as long as the rate increases are well-
correlated with the chances of contracting AIDS if one tests positive
and with the chances of death resulting from contracting AIDS.
>Even the military case isn't uncontroversial: despite catch-22, the
>military can't simply do anything it wants, at least not without
>serious challenge.  If the military has a justification for HTLV-III
>testing, it would be specific, such as avoiding contact with blood
>& blood contacts plentifully available in combat or even in some 
>forms of training.  But it wouldn't extend to noncombat personnel 
>or civilian employees.  
>
Or that they admittedly don't know enough about AIDS transmission yet
to risk the human and legal dangers of forcing non-HTLV-III-positive
persons to share barracks and combat training and common wash areas
and etc. etc. with persons who have tested positive.  I know this is
REALLY stretching things to make an analogy, but imagine you are told
that you must continue to stay in a barracks where there is a very mild
flea problem but you know that some of the fleas have been shown to carry
bubonic plague...
My original point stands -- smokers pay more insurance than non-smokers,
people in certain [often NECESSARY] high-risk jobs pay much more insurance.
If I was an insurance company (I HATE insurance companies, BTW; just trying
to be unbiased here), I would view a male positive-HTLV-III homosexual with
just as jaundiced (from an insurability standpoint) an eye as I would a
professional highwire performer.  The highwire performer will probably not
use a net and the gay guy will probably not refrain from anal sex.  All it
means to me is that I'm going to pay through the nose when they croak.
I think that the real horror of AIDS is that even when a cure/serum is
developed it will take 2 or 3 years to hit the market due to the FDA red tape
-- I think it is highly criminal that a patient, particularly a terminal
patient, often cannot get a doctor to use them as a guinea pig for a new drug
or technique.  I for one would be VERY upset if I knew that I had a chance
to raise my probability of living from 0 to .3 but couldn't get anyone
to help me do so due to legal restraints.
BTW, I suppose I should have said 'admitted homosexual' above; have you
noticed how even the 'responsible' press ALWAYS uses that adjective
'admitted'?  No wonder it took so long to get funding for AIDS...
","LNTbMC1wsUMJ","netmed",21,1985-09-12,-15
"NG01_TH01001_CM00005","NG01_TH01001","TH01001_CM00005","CM00005","TH01001","NG01","Rob Bernardo",1985-09-12 10:02:06,"In article <8...@burl.UUCP> r...@burl.UUCP (Curtis Jackson) writes:
>In article <15...@bbncca.ARPA> rri...@bbncca.ARPA (Ron Rizzo) writes:
>>This represents a drastic broadening & worsening of the situation.  Only
>>weeks ago the American Red Cross retreated from its historic commitment
>>to donor confidentiality by allowing its local chapters to decide whether
>>they'd conform to a military demand to hand over HTLV-III bloodtest results
>>for all military personnel.
>>
>Ridiculous!  If the military wants to test all their people; that's fine.
>If the military wants to give all HTLV-III positives an honorary medical
>discharge (I'm talking major paranoia here), then that is fine, too; but
>they should NOT be able to \demand/ anything from Red Cross.
 
""Navy Gives Dishonorable Discharge to AIDS victim"" NY NATIVE 9/2/85
""San Diego, CA"" - A Navy Corpsman diagnosed with AIDS in May, has been dis-
charged form the Navy because of homosexuality, despite his objection that
he is not homosexual and despite Army and Air Force policy that AIDS victims
be given medical discharges. The decision means that Corpsman Bryon Kinney,
whose discharge is dishonorable, will be denied medical care benefits.
""The decision came at an administrative hearing in July where no media coverage
was allowed and Kinney's attorney's were not permitted to present their case.""
-- 
Rob Bernardo, San Ramon, CA    
(415) 823-2417
    {ihnp4|dual|qantel}!ptsfa!rob","LkwfAIuqI7YJ","netmed",10,1985-09-12,-13
"NG01_TH01001_CM00006","NG01_TH01001","TH01001_CM00006","CM00006","TH01001","NG01","USENET News Administration",1985-09-12 15:30:56,">It now looks like AIDS policy will be determined by politics, not medical
>or legal guidelines.  
I think that such policy is inherently political. My neighbor has
been running a research program related to AIDS for a couple years
and has been constantly having to fight political problems. Research
funding in all areas cannot be separated from politics can it?","Eu5SQBzlFX8J","netmed",15,1985-09-12,2
"NG01_TH01001_CM00007","NG01_TH01001","TH01001_CM00007","CM00007","TH01001","NG01","Rob Bernardo",1985-09-13 08:54:52,"In article <8...@burl.UUCP> r...@burl.UUCP (Curtis Jackson) writes:
>In article <15...@bbncca.ARPA> rri...@bbncca.ARPA (Ron Rizzo) writes:
>><followup to Curtis Johnson>   [<<<<<<<======THAT'S JACKSON!!]
>>
>>What's wrong with insurance companies using HTLV-III bloodtests
>>to assess applicant risk for life insurance?  The danger is that
>>test results will be used to deny coverage, & not just raise
>>premiums:  Rep. Ted Weiss (D-NY), chair of the subcommittee that
>>oversees Health & Human Services, expressed this fear, but my
>>posting did not mention it.
>>
>>If results were used to deny coverage or put an astronomical price
>>on premiums, most gay men in many urban areas would be effectively
>>denied life insurance.  Rates of positive test results among gay men
>>have been as high as 70-80% according to surveys in a number of large
>>US cities.
>>
>I still don't see any problem as long as the rate increases are well-
>correlated with the chances of contracting AIDS if one tests positive
>and with the chances of death resulting from contracting AIDS.
>
NY Native, 9 Sept. 85 - Nationwide Insurance seeks to deny policies to gays
""Columbus, Ohio - The Trenton  times reported Aug 16 that the Columbus based
Nationwide Insurance Company has begun screening male applicants in states
with high incidence of ADIS to determine if they are gay. Lou Fabro,
director of public relations for the $3.5 billion company, told the Times,
'If an applicant is a potential homosexual, the underwriters have ways of
finding out. We can deny coverage. We wouldn't tell them why, we would
just say they didn't qualify.'
""Fabro later retracted the statement, telling the Associated Press it was
'taken out of context.'  He added, 'Nationwide does not deny coverage to
homosexuals. We couldn't do that. But if we are suspicious that a person
is promiscuous ,since only  promiscuous people get AIDS. The Times reported
that Nationwide checks for evidence of homosexuality by interviewing neighbors,
checking for male roommates, checking for male beneficiaries on other policies,
and by running credit checks.""
","9r1nYJM1tMkJ","netmed",8,1985-09-13,-12
"NG01_TH01001_CM00008","NG01_TH01001","TH01001_CM00008","CM00008","TH01001","NG01","Vicious Oyster",1985-09-13 10:35:04,"<>
   Please stop posting AIDS and foster care news in net.singles.  Those who
are interested know where to find this information.  Thank you for your
consideration.","wFc-bjs85KUJ","netmed",10,1985-09-13,6
"NG01_TH01001_CM00009","NG01_TH01001","TH01001_CM00009","CM00009","TH01001","NG01","ems",1985-09-17 20:29:55,"> >What's wrong with insurance companies using HTLV-III bloodtests
> >to assess applicant risk for life insurance?  The danger is that
> >test results will be used to deny coverage, & not just raise
> >premiums ...
> >
> >If results were used to deny coverage or put an astronomical price
> >on premiums, most gay men in many urban areas would be effectively
> >denied life insurance.  ...
> >
> I still don't see any problem as long as the rate increases are well-
> correlated with the chances of contracting AIDS if one tests positive
> and with the chances of death resulting from contracting AIDS.
>
> My original point stands -- smokers pay more insurance than non-smokers,
> people in certain [often NECESSARY] high-risk jobs pay much more insurance.
> If I was an insurance company (I HATE insurance companies, BTW; just trying
> to be unbiased here), I would view a male positive-HTLV-III homosexual with
> just as jaundiced (from an insurability standpoint) an eye as I would a
> professional highwire performer.  ...
> 
The problem:  Insurance is a form of socialism.  The purpose is to
spread the costs generated by one individual over the whole group.
ANY attempt to select out ANY higher risk subgroup is in conflict
with the basic purpose of insurance.  The inevitable result is a
reduction in the cost sharing and a lessening of the 'insurance'.
(Yes, I know there are differential rates based on various
tables, charts, etc.  The conflict still remains.)
-- 
E. Michael Smith  ...!{hplabs,ihnp4,amd,nsc}!amdahl!ems
This is the obligatory disclaimer of everything. (Including but
not limited to: typos, spelling, diction, logic, and nuclear war)","yv1w31oejWwJ","netmed",20,1985-09-18,-13
"NG01_TH01001_CM00010","NG01_TH01001","TH01001_CM00010","CM00010","TH01001","NG01","Bill Tanenbaum",1985-09-21 22:22:30,"> [E. Michael Smith]
> The problem:  Insurance is a form of socialism.  The purpose is to
> spread the costs generated by one individual over the whole group.
> ANY attempt to select out ANY higher risk subgroup is in conflict
> with the basic purpose of insurance.  The inevitable result is a
> reduction in the cost sharing and a lessening of the 'insurance'.
> (Yes, I know there are differential rates based on various
> tables, charts, etc.  The conflict still remains.)
---------
Wrong.  You are correct only if the higher risk subgroup is either
denied coverage completely or assigned to a separate insurance pool.
Differential rates (based on risk factors) within the same insurance
pool in no way lessens the effects of cost sharing.  An insurance
company with a million customers could use so many risk factors
that no two customers pay the same rate.  Please explain to me
how this adversely affects cost sharing.
Of course, if the rates are so exorbitant that almost no one in the high
risk group will buy insurance, that is equivalent to denying coverage.
-- 
Bill Tanenbaum - AT&T Bell Labs - Naperville IL  ihnp4!ihlpg!tan","sPfPsstp9RsJ","netmed",22,1985-09-22,-12
"NG01_TH01001_CM00011","NG01_TH01001","TH01001_CM00011","CM00011","TH01001","NG01","ems",1985-09-24 15:30:17,"> > [E. Michael Smith]
> > The problem:  Insurance is a form of socialism.  The purpose is to
> > spread the costs generated by one individual over the whole group.
> > ANY attempt to select out ANY higher risk subgroup is in conflict
> > with the basic purpose of insurance.  The inevitable result is a
> > reduction in the cost sharing and a lessening of the 'insurance'.
> > (Yes, I know there are differential rates based on various
> > tables, charts, etc.  The conflict still remains.)
> ---------
> Wrong.  You are correct only if the higher risk subgroup is either
> denied coverage completely or assigned to a separate insurance pool.
> Differential rates (based on risk factors) within the same insurance
> pool in no way lessens the effects of cost sharing.  An insurance
> company with a million customers could use so many risk factors
> that no two customers pay the same rate.  Please explain to me
> how this adversely affects cost sharing.   ...
> Bill Tanenbaum - AT&T Bell Labs - Naperville IL  ihnp4!ihlpg!tan
In a very simple way.  If I pay more than you do for insurance, then
I have greater expense than you do.  My costs are not perfectly shared.
While it is true that in our present economy there are differential
rates based on a variety of 'risk factors' and while it is true that
most of the time the people paying more for coverage are still
getting some sharing of costs; it is also true that the only time
costs are perfectly shared is when all parties pay the same
amount without regard to costs generated.  Any thing else is a
compromise.  (This is probably a point that is not relevent
to the real world,  perfection is rare in it ...)
BTW, I am confused by the statement '...correct only if ... assigned
to a separate insurance pool.'  It would seem to me that the act
of segregating me into a different rate group *is* putting me
into a separate insurance pool...  Or are you saying that an insurance
pool is a given asset base from which insurance can be paid?
Let me try a different model for explaination.  The purpose of
insurance is to share cost, on that I think we have agreed.  If all
costs were summed, then shared equally, we would have perfect sharing.
If all costs were summed, then divided equally by the number of
people, then some people had costs deducted while others had costs added
based on some 'risk factors', we would have imperfect sharing.
(So far, so good, I hope )  At this point I claim that the imperfect
sharing is a reduction of the 'insurance' by the amount extra that
an individual must pay due to risk factors.  Admitedly a very small amount
compared to the potential magnetude of individual costs if one is
totaly uninsured.
The only way that I can see where this would not be true would be
the following.  If the definition of insurance is not taken to be the
sharing of costs, but rather the substitution of *some known* fixed cost
for some unknown variable cost.  Then it would not matter that the
costs were unequally shared.  The only important point would be that
there was a known rather than unknown cost.  The known cost could vary
by individual yet still be 'insurance'.  However, the underlying
mechanism by which insurance companies work depends on the sharing of
costs over a large group, so I would hold the cost sharing definition
to be the best on.
(Sorry about the length of this.  I hope that by making one long
explaination of my position we can avoid several dozen rounds of
missunderstandings...)
","VwLszZPM7xYJ","netmed",15,1985-09-24,14
"NG01_TH01001_CM00012","NG01_TH01001","TH01001_CM00012","CM00012","TH01001","NG01","Rob Bernardo",1985-09-25 09:05:49,"
That is what some insurance companies and insurance lobbies are already
taking about. See my previous postings on same.","_uvqcw7P8i8J","netmed",9,1985-09-25,0
"NG01_TH01001_CM00013","NG01_TH01001","TH01001_CM00013","CM00013","TH01001","NG01","James R. Carbin",1985-09-26 20:01:24,"
WRONG - WRONG- WRONG!  As an unmarried person, I pay the same amount of
FICA (Social Security) Tax as a married person even though I have no
dependents who would benefit if I died prematurely, nor do I have a spouse
who could continue to collect benefits after my death.  FICA Tax is the
same for all.  (NO - don't bring up the two-income family, that has no
bearing on this issue.)  FICA is a form of insurance.
Today, my future retirement benefits are determined irrespective of sex.
Retirement plans are a form of life insurance except the insurer is hoping that
the insured ""kicks the bucket"" early rather than with the normal life
insurance situation where the insurance company wants you to live to a
ripe old age.
And what about another form of insurance - to insure that we have an
educated population in the future.  (No flames about the quality of
public schools today please!)  My school taxes are not any less or more
because I am single and have no children to send to school.  
I have never objected to paying my school taxes (in excess of $1,200 this
year) as I have always felt that to maintain a society requires such
programs.  I must admit that I have felt that the FICA system is unfair
when it comes to potential benefits, but it is a part of our social
services system and it is not about to be changed.  And while I strongly  
support the Feminine Movement, selfishly I would like to see a differen-
tial in retirement benefits.
These are just three examples when ""insurance"" premiums are uniform
without respect to age, sex, and marital (family) status.  Why then
should we not extend this same philosophy to other forms of insurance!
As an aside, I wonder what will be your feelings when AIDS becomes
a disease which affects the heterosexual population in the same
ratio as the homosexual population, and when females are affected
as often as males.  This is becoming the situation in 6 African
countries today.
I don't choose to get a deadly disease any more or any less than I
choose not to get married.
j.r.      {allegra,seismo}!rochester!ritcv!jrc","XPidyA0XuicJ","netmed",20,1985-09-27,1
"NG01_TH01001_CM00014","NG01_TH01001","TH01001_CM00014","CM00014","TH01001","NG01","Bill Tanenbaum",1985-09-28 13:08:07,"> > > [E. Michael Smith]
> > > The problem:  Insurance is a form of socialism.  The purpose is to
> > > spread the costs generated by one individual over the whole group.
> > > ANY attempt to select out ANY higher risk subgroup is in conflict
> > > with the basic purpose of insurance.  The inevitable result is a
> > > reduction in the cost sharing and a lessening of the 'insurance'.
> > > (Yes, I know there are differential rates based on various
> > > tables, charts, etc.  The conflict still remains.)
> > ---------
> > [Bill Tanenbaum]
> > Wrong.  You are correct only if the higher risk subgroup is either
> > denied coverage completely or assigned to a separate insurance pool.
> > Differential rates (based on risk factors) within the same insurance
> > pool in no way lessens the effects of cost sharing.  An insurance
> > company with a million customers could use so many risk factors
> > that no two customers pay the same rate.  Please explain to me
> > how this adversely affects cost sharing.   ...
---------
> [E. Michael Smith]
> The purpose of
> insurance is to share cost, on that I think we have agreed.  If all
> costs were summed, then shared equally, we would have perfect sharing.
> If all costs were summed, then divided equally by the number of
> people, then some people had costs deducted while others had costs added
> based on some 'risk factors', we would have imperfect sharing.
> (So far, so good, I hope )  At this point I claim that the imperfect
> sharing is a reduction of the 'insurance' by the amount extra that
> an individual must pay due to risk factors.  Admitedly a very small amount
> compared to the potential magnetude of individual costs if one is
> totaly uninsured.
> 
> The only way that I can see where this would not be true would be
> the following.  If the definition of insurance is not taken to be the
> sharing of costs, but rather the substitution of *some known* fixed cost
> for some unknown variable cost.  Then it would not matter that the
> costs were unequally shared.  The only important point would be that
> there was a known rather than unknown cost.  The known cost could vary
> by individual yet still be 'insurance'.  However, the underlying
> mechanism by which insurance companies work depends on the sharing of
> costs over a large group, so I would hold the cost sharing definition
> to be the best one.
-------
I misundersood your use of the term ""cost sharing"" in your first
posting.  You use it to mean ""sharing the costs equally"".  To
avoid misunderstanding, I will use ""cost sharing"" in quotes to
mean what you take it to mean.  
It is NOT TRUE that ""cost sharing"", in your usage of the term, is
the purpose of insurance.  The purpose of insurance for the customer
is the substitution of a fixed cost for a variable cost.  The underlying
mechanism of insurance does NOT depend on ""cost sharing"".  It depends
on laws of statistics.  If there is an insurance pool with fixed assets
with one million customers, the costs can be prorated on the basis of
risk, with great assurance that the total cost in benefits to the
company will be predictable.  As a matter of fact, this predictability
deteriorates, rather than improves, if the ""costs"" are shared equally
among the customers.  An insurance company achieves the most
predictability in benefit payout when it assigns its rates in accordance
with the probability it will have to pay out.  Imagine if you will
a life insurance company run according to your philosophy.  Everyone
pays the same rate, regardless of risk.  All 90 year olds, terminal
cancer patients, AIDS victims, etc. sign up.  Deny them coverage, you
say.  O. K., all 80 year olds, heart patients, diabetes victims, etc.
sign up, etc.  Your insurance company would go down the tubes unless
it limited itself to covering people of the same age and general health.
Even then, because of your reduced number of customers, the
predictability of total benefit payout would be reduced compared to my
company, which insures almost everybody, but with premiums proportional
to perceived risk.
-- 
","jrP-Ez6-zqsJ","netmed",13,1985-09-28,6
